,0,1
1303,1、对焦速度和精度明显提高不再犹豫；,2
1304,1、对焦速度和精度明显提高不再犹豫；,2
1305,2、连续拍摄我试过5张以内没有卡顿现象（储存红灯一直亮着不影响拍摄）；,2
1306,3、由于100%图像表现出色，,2
1307,像素提升三倍后裁剪空间大了许多；,2
1308,4、由于镜头不再伸缩镜头内排线故障可以排除，,2
1309,大大提升了相机使用寿命。,2
1310,不足部分：,0
1311,1、电池使用寿命短（不过该机器已经设计了外接电源的线孔），,1
1312,我在淘宝上买了一个使用18650锂电池外接电源两节电居然可以拍摄300多张效果很好；,0
1313,2、色彩感觉没有原来的DP容易调整；,1
1314,3、相比较原DP系列锐度高了不少（这一点好与不好大家有争议）。,2
1315,总的感觉还是相当不错！,0
1316,DPxM的两大缺点该怎么拯救？,0
1317,个人体验：,0
1318,1）高速卡帮助不大。,1
1319,存储的一半时间其实是在机内处理，,0
1320,后一半才是写入。,0
1321,东芝高速卡我用了，,0
1322,至少15秒。,0
1323,2）30-50。,0
1324,卡快的话，,0
1325,存储时间就相应短些。,0
1326,3）闪光灯就算了，,1
1327,实在太暗就放弃吧，,0
1328,或者放在一个稳定的地方，,0
1329,长曝拍风景。,0
1330,1. DPxm的储存比前任已有很大进步，,2
1331,储存过程中还可以拍摄，,0
1332,只是不能回放。,0
1333,每秒7张连拍应该足够适合大多数人吧。,0
1334,反正我现在的DP2s的慢不会对我有太大的困扰。,0
1335,DPxm的对焦和储存速度可以看一下这个视频 http://forum.xitek.com/thread-1102286-1-1-1.html,0
1336,2. 电池的确很吓人的，,1
1337,唯一办法是多带几个电池。,0
1338,我现在DP2s关闭屏幕用取景器拍摄，,0
1339,尽量少回放，,0
1340,一块电池可以拍到200张以上。,0
1341,DPxm不知能拍多少张？,0
1342,3. 高感就不要太奢求了。,1
1343,SD9是sigma的首部机器，,0
1344,问世到现在快十年了，,0
1345,其X3芯片是单个像素最大的。,0
1346,我入手x3是从DP1x开始的，,0
1347,从那时起屡屡听人称道SD9的色彩，,2
1348,心里就痒痒的。,0
1349,作为迷恋X3的人，,0
1350,每部X3机都想玩一玩，,0
1351,体验体验，,0
1352,而sigma做的机器每个特点都不一样，,0
1353,不是可以替代的关系，,0
1354,比如DP1X拍的红玫瑰，,0
1355,DP1就拍不出来。,0
1356,于是在有了SD15之后，,0
1357,再入真一处理器的DP1，,0
1358,并终于从德国淘得老机SD9，,0
1359,新机可以随时买到，老机不常有啊。,0
1360,目前正值SD1M，,0
1361,DP2M正火热闹之时，,0
1362,俺心也是痒痒的，,0
1363,将来必入，,0
1364,不能总玩460万像素的啊，,0
1365,不过老机器也够,0
1366,我玩很久的，,0
1367,不急。,0
1368,新机没有如我期待的那样表现，,0
1369,是和1500万像素芯片的物理结构有关的，,0
1370,像素密度太密了，,1
1371,芯片面积仅仅大了1.3倍，,0
1372,像素密度却是是460万芯片的2.5倍。,0
1373,这么密的小像素，,1
1374,会有影响光子到达第二层，,0
1375,第三层。,0
1376,于是红心绿脚，,0
1377,色彩不正及过渡不好，,1
1378,片子发暗种种现象，,1
1379,靠新固件能解决到什么程度待观察。,0
1380,SD1的镜头直径够大，,2
1381,进光量大，,0
1382,能好一些，,0
1383,尤其SD1拍微距够毒，,2
1384,大概微距本来容易过曝，,0
1385,作为“吃光”的X3芯片，,0
1386,正好发挥了特点。,0
1387,新X3拍人像的好处之一就是ISO200可以做为标准ISO使用，,2
1388,而在SD14时代，,0
1389,我是从来不敢使用ISO100以上的感光度去拍人像的。,1
1390,好处之二就是更高的分辨率，,2
1391,但更高的分辨率也使得被摄对象脸部的缺点随之放大，,0
1392,要想得到理想的效果，,0
1393,用光需要比以前更加注意。,0
1394,拍人像我偏爱柔和的自然光，,0
1395,这能够在一定程度上能够掩盖人物脸部皮肤的细微缺点，,0
1396,只有在现场光线极其不足的情况下我才会到原配的610闪灯补光。,0
1397,另外，新X3在拍人像的时候我基本都会向右曝光，,0
1398,也就是宁愿过曝也不要欠曝，,0
1399,过曝的话，,0
1400,ISO200在SPP里是很容易拉回来的，,0
1401,而如果欠曝，,0
1402,各种暗斑彩纹就很恼人了。,0
1403,在SD14时代，,0
1404,我最偏爱的人像镜头是30/1.4，,0
1405,但在SD1m上面，,0
1406,此头焦外绿边十分严重，,1
1407,目前我主要使用17-50/2.8 OS这只镜头作为SD1m人像之用，,0
1408,到目前为止其表现堪称完美。,2
1409,（在此要特别鸣谢老婆大人义务出镜做模特）,0
1410,120-300/2.8 HSM OS的外观已经有了很大变化，,0
1411,特别是表面喷漆工艺不再向以前那样让人担心，,0
1412,掉皮现象以及上手旧的问题已经明显改观。,0
1413,我去肯尼来几天，,0
1414,在宾馆里面轻擦拭了一下，,0
1415,就像新的一样了，,0
1416,对于适马镜头自来旧的感觉看来可以修正了。,0
1417,这只镜头配上了镜头盖是好事，,0
1418,但是似乎盖不严格。,0
1419,可能是口径太大的原因，,0
1420,希望大家小心一些，,0
1421,轻微的触碰这个盖很容量掉下来。,0
1422,画质表现应该是不错的，,2
1423,如果分辨率不足，,0
1424,那往往是拍摄距离与空气的原因。,0
1425,仔细点说是和60d配合的体会，,0
1426,佳能狡诈，,0
1427,60d上standard 也是加锐、提亮，,0
1428,本家镜头除了L头都比较清淡，,0
1429,这些模式使得照片艳丽明快，,2
1430,sigma这只镜头配合起来就有点问题，,1
1431,毕竟不是原厂，,0
1432,人不会带你考虑，,0
1433,不过如果用 60d“中性”模式，,2
1434,表现的就非常完美，,0
1435,色彩还原真实可靠，,2
1436,说明这只镜头素质还是很高的。,2
1437,我想到一个问题，L头应该也有相同的问题吧。,0
1438,今天去试用DP2X的体会。。。。,0
1439,对焦有进步，,2
1440,但是屏幕实在不堪入目，,1
1441,图象完全看不清楚，,1
1442,简直就在摸黑。。。,0
1443,价格日本的在4000左右，,0
1444,港行在4500左右可以到香港保修但是贵了几百来块。。。,0
1445,机身塑料感十足，,1
1446,按键按起来啪啪响，,1
1447,山寨行很强啊。。。,0
1448,但是画质还是可以的。。。,2
1449,就是不懂为什么一个用屏幕做取景器的机器,0
1450,屏幕用这么差的材料。。,1
1451,因为这一块毕竟不是技术问题了，,0
1452,是SIGMA 没下决心给拍摄者更好的享受啊。。。。,0
1453,现在比较纠结买还是不买。。。,0
1454,不买直接入手LX5或者XZ1随便一款毫无疑问。。。。。。,0
1455,求高手答疑。。。,0
1456,听说有高手成功在DP2X上换了屏幕。。求教程。。。,0
1457,腾龙A001锐度之高是有目共睹的,2
1458,但经过长时间观察,0
1459,我发现A001的色彩非常干,1
1460,图像很硬,1
1461,小黑虽然部分焦段锐度跟不上,1
1462,但色彩油润的多,2
1463,出片更有“照片”的那种气息或者说更接近艺术品,2
1464,而腾龙出片我个人感觉比较像一个数码记录图像。,1
1465,到这里我想小黑和A001应该不只是一个超声波马达的问题了。,0
1466,我是索尼用户 断然选择了小黑。,0
1467,G头太贵了...,0
1468,下午在上海星光试玩了富士新机X100S,0
1469,1.外观做工,0
1470,基本和X100相比无变化，,0
1471,正面右下角多了一个大大的S,0
1472,机身右上多了X100S的标志，,0
1473,红色的S很明显,0
1474,但远处看去，,0
1475,你几乎无法区分X100和X100S,0
1476,2）.取景,0
1477,X100S取景时，,0
1478,老X100那种取景画面明显的拖沓已经完全消失了,2
1479,内置的EVF很不错，,2
1480,感觉显示效果稍稍强过XE-1，,2
1481,图像刷新率很高,2
1482,（也可能是我试用的摄友的那个XE-1偏旧了，而X100S是全新展示机的原因吧）,0
1483,切换成OVF后能看到一个明亮的、大大的对焦框、很有旁轴机拍照的感觉,0
1484,2.8寸46万象素的液晶屏有点落伍了，,1
1485,5年前的东西了,0
1486,但是显示效果还算不错,2
1487,就算你看惯了92万象素的NEX屏，,0
1488,104万象素的佳能相机屏，,0
1489,123万象素的RX1/RX100相机显示屏,0
1490,对这个屏幕回放看照片的效果也是完全能接受的,0
1491,3）.对焦速度,0
1492,对焦速度并没有广告中的那么神，,2
1493,0.08秒不过也非常不错了，,0
1494,反差大的地方合焦非常果断,0
1495,由于试用过程中很匆忙，,0
1496,后面有人排队在准备试机，,0
1497,因此一切都是按机身默认拍摄的,0
1498,光圈优先模式，,0
1499,JPG直出，,0
1500,上传一些，,0
1501,自己看吧,0
1502,感觉机身的自动白平衡有点问题，,1
1503,和索尼NEX微单一样，,0
1504,每次拍摄前，,0
1505,都需要手动去调节合适当时场景的白平衡,0
1506,机身高感表现还算不错，,2
1507,ISO 3200完全可用，,0
1508,ISO 6400缩图看也很不错,0
1509,23/2的这枚镜头分辨率很出色，,2
1510,边角画质也很好,2
1511,5）.总结,0
1512,目前，等效35/2这个人文焦段的大光圈定焦头的无反数码相机中：,0
1513,NEX-5R+E24体积太大，,1
1514,RX1机身加镜头的体积也略大,1
1515,奥巴的17 f/1.8镜头也是个大块头，,1
1516,机身再小总体积也大,0
1517,以上的组合，,0
1518,出门不带包或背带，,0
1519,想直接放衣兜里，,0
1520,不太现实,0
1521,只有富士X100S的镜头比较平一点，,2
1522,放大衣兜里没有任何压力,0
1523,当然如此类似焦段，,0
1524,并且较为便携的选择，,0
1525,还有EOS M + EFM22这个选择，,0
1526,画质是相当不错，,2
1527,佳能中庸的色彩和较小的反差度的照片风格适合绝大多数人的口味，,2
1528,佳能中庸的色彩和较小的反差度的照片风格适合绝大多数人的口味，,2
1529,人像肤色微单中可以算是无敌的,0
1530,但那对焦速度我是受够了，,1
1531,绝对的缺陷商品，,0
1532,本人被它的对焦速度折磨了一个半月后果断出掉,0
1533,价格方面，,0
1534,日本X100S目前网购最低价在10.6万日元（约7200人民币），,0
1535,店里零售价格约7800人民币,0
1536,我从星光店里的营业员那里解到，,0
1537,国内行货价格会是在8300元左右，,0
1538,我估计淘宝水货应该在7500-8000元左右,0
1539,如果你追求极限画质的便携机，,0
1540,那还有索尼RX1作为选择,0
1541,C幅机身的画质表现（画面的致密程度、色深、曝光宽容度）和全幅底的相机毕竟还是有明显的差距,0
1542,不过就短暂体验得出的X100S的总体表现来说，,0
1543,作为完成了C幅大底DC对焦速度革命的里程碑级的机型,0
1544,富士X100S这台相机，,0
1545,无论你是作为主机还是单反备机用，,0
1546,都是非常值得入手的,0
1547,大家好。,0
1548,在无忌潜水很久，,0
1549,借着新购6D的契机，,0
1550,第一次冒泡发帖，,0
1551,顺便纪念过去七年里用350D拍的一些片子，,0
1552,还请大家多多指教。,0
1553,记得05年刚大一，,0
1554,本打算购买一台数码卡片机去替换那台老旧的傻瓜胶片机，,0
1555,和老头子去了相机店，,0
1556,他竟二话不说给我买了套当时最新的eos 350d，,0
1557,出乎意料的喜悦持续了很久，,0
1558,也让我开始喜欢上摄影。,0
1559,七年前单反远没有现在这样普及，,0
1560,350d捏在手里的感觉便是“高端”和让人略带一点点虚荣。,0
1561,用过一段时间，,0
1562,便开始不满足于18-55套头的素质，,0
1563,先后进了17-85 is 和50/1.8。,0
1564,接下来的时间，,0
1565,用它拍了不少汉口旧租界里的优秀建筑和街道，,0
1566,大学校园，,0
1567,城市风光，,0
1568,天体天象，,0
1569,以及少量人像。,0
1570,忙于学业，,0
1571,因此并没有花太多时间专心琢磨摄影，,0
1572,更庆幸没有掉入器材高烧者的行列，,0
1573,只有闲下来时带上机器四处走走拍拍，,0
1574,然后依靠拙劣的ps或光影魔术技术后期对照片进行一番美化，,0
1575,现在看那些片子，,0
1576,许多后期效果过于夸张，,0
1577,毫无画质可言。,0
1578,于是350D一用就是七年，,0
1579,虽然运转完好，,0
1580,但按现在的要求，,0
1581,手感，操控，性能，画质已然全面落后。,1
1582,手感，操控，性能，画质已然全面落后。,1
1583,手感，操控，性能，画质已然全面落后。,1
1584,手感，操控，性能，画质已然全面落后。,1
1585,17-85因为光圈排线坏掉送修两次，,0
1586,小痰盂松松垮垮。,0
1587,是到换机器的时候了。,0
1588,上个月，拿着奖学金回国买了6D套机，,0
1589,在英国259英镑入了50/1.4。,0
1590,一机两头，,0
1591,相较于之前的器材，,0
1592,可谓全方位的升级，,0
1593,很满足。,0
1594,很多色友抱怨6D性能缩水，,0
1595,24-105是伪L头种种，,0
1596,虽不假，,0
1597,但毕竟一分钱一分货，,0
1598,凡事无法尽善尽美，,0
1599,自己够用就好。,0
1600,对我而言，,0
1601,高性能的5D3完全大材小用，,0
1602,价格相较6D多出来的部分去换1/8000的快门和61个对焦点并不值得。,0
1603,6D把玩了两周多，,0
1604,下面简要说说自己的感想：,0
1605,1、        手感一流，,2
1606,我手大，,0
1607,小拇指依然可以牢牢挂在机器上，,0
1608,握持感很合适。,2
1609,2、        全副机有这样的重量非常舒服，,2
1610,尽管比350d要重许多。,0
1611,3、        机顶塑料部件厚实有质感，,2
1612,非常可靠。,0
1613,4、        配24-105略微不平衡，,0
1614,但镜头的压手感有利于持机稳定性。,2
1615,5、        11点对焦够用，,2
1616,和ex比好太多。,0
1617,中央对焦点暗光下对焦稳准快，,2
1618,周围对焦点日光下对焦无压力。,2
1619,拍风景静物没问题。,2
1620,但快拍人像难以追焦，,1
1621,先对焦后构图速度太慢且容易焦点偏移。,1
1622,6、        机背液晶屏竟然是塑料的！,1
1623,7、        转轮和八向键比较好用（或许是因为我没有尝过摇杆的厉害吧）,2
1624,7、        转轮和八向键比较好用（或许是因为我没有尝过摇杆的厉害吧）,2
1625,8、        SD卡插槽足够用。,2
1626,9、        受苹果影响，,0
1627,个人很喜欢机背的按钮布局，,2
1628,简洁方便。,0
1629,其实个人感觉左一串，,0
1630,右一串按钮并不美观。,0
1631,10、        套头性价比高，,2
1632,色彩浓郁透亮且锐度较高，,2
1633,色彩浓郁透亮且锐度较高，,2
1634,24端畸变较大。,0
1635,镜头向下镜筒会伸出。,0
1636,11、        不知为何，,0
1637,快门按钮需要着力才能释放快门，,1
1638,担心长久如此影响寿命。,0
1639,12、        WIFI功能很好玩，,2
1640,仅此而已，,0
1641,聊胜于无。,0
1642,总之，入新机很喜悦很满足，,0
1643,接下来的几年里，,0
1644,多钻研这一机两头，,0
1645,多拍些好照片和大家分享！谢谢！,0
1646,最后一狠心，,0
1647,拿下了5D3和50 1.4。,0
1648,拿到手上第一感觉是并没有我想象的那么重，,0
1649,握感很舒服。,2
1650,我的手不大，,0
1651,D7000拿在手上就很合适了。,0
1652,而5D3的握感有种让我很放心的感觉。,2
1653,尼康佳能的操控很不一样。,0
1654,一年半之前我拿到D7000的时候，,0
1655,还没看说明书，,0
1656,来回摆弄几下就挺明白了。,0
1657,但是这回拿到5D3，,0
1658,玩得就不太溜，,0
1659,尤其是选择对焦点时需要同时用两个转盘来控制，,0
1660,还需要时间来适应。,0
1661,首先测试的就是高感。,2
1662,没有一级一级往上试，,0
1663,跟着说明书直接拍了张ISO6400的照片，,0
1664,顿时感动得不行，能用！,0
1665,用D7000的时候，,0
1666,没事就提着相机去街上。,0
1667,但只要天色一暗下来，,0
1668,我就把相机收进包里了：,0
1669,不用挣扎，,0
1670,拍出来绝对不能看。,0
1671,不过同时发现另外一个问题，,0
1672,就是快门声音不怎么样，,1
1673,甚至我觉得不如D7000那么干脆果断。,0
1674,因为经常看到有人说5D2的声音一塌糊涂，,1
1675,5D3好多了，,0
1676,我现在特别好奇5D2的声音到底是个什么样。,0
1677,高感带给我的是感动，,2
1678,至于我严重关心的对焦，,2
1679,带给我的则是惊喜。,0
1680,之前D7000对焦时，,0
1681,虽然说不上拉风箱，,0
1682,但速度不算很快。,0
1683,而5D3几乎瞬间就牢牢抓住了主体，,0
1684,我倒是反而愣了一下。,0
1685,实际上我对D7000的对焦已经非常满意了，,2
1686,所谓速度不快那是对比5D3。,0
1687,5D3的速度对我来说简直有点“性能过剩”了，,2
1688,不过对焦嘛，,0
1689,怎么都不嫌快，,0
1690,呵呵。,0
1691,"我父亲去年年底买了GRD4,",0
1692,过年用了一段时间.,0
1693,"建议老手才买这台,",0
1694,不然不是很好用..,0
1695,"如果是随拍,",0
1696,"不建议,",0
1697,毕竟是定焦..,0
1698,"画质还不错,",2
1699,"就是不太方便,",1
1700,而且很象没有录像.,1
1701,"我个人是用不习惯,",0
1702,毕竟随身机器要多元化(个人建议),0
1703,"X10,",0
1704,"从价格上就没怎么关注,",0
1705,所以不太清楚..,0
1706,当然手感很象还不错!,2
1707,LX5应该是全方位的相机..,0
1708,"如果没有进GF3,",0
1709,应该就是进这台.,0
1710,"有24,有2.0,",0
1711,录像也还可以..,2
1712,尺寸应该也比GF3+镜头要小(错了请纠正)...,2
1713,应该算很不错的备机了!!,0
1714,GF3是一部很好玩的机器...,0
1715,"除了楼下资深说的要为镜头纠结,",0
1716,"很不错的一款机器,",0
1717,我目前在用.配14/2.5和X14-42...,0
1718,"如果不出这个系统,",0
1719,估计会进个45/1.8..,0
1720,基本上这个系统我投资的就应该够了...,0
1721,主力还是在单反!!,0
1722,入手6D以及17-40，,0
1723,结合之前的5D2+24LII谈谈感想,0
1724,优点----------,0
1725,1.高感比无敌兔强不少，,2
1726,确实有实际价值，,0
1727,17-40的F4，,0
1728,ISO5000可以接受,0
1729,以前用无敌兔开到1.4光圈，,0
1730,ISO3200出图也没此刻的5000干净,2
1731,2.虽然太暗也拉风箱现象，,0
1732,但是此时对焦成功率比无敌兔高太多太多了,2
1733,3.使用1小时后重量和体积的优势--比无敌兔+24LII巨大了....,2
1734,3.使用1小时后重量和体积的优势--比无敌兔+24LII巨大了....,2
1735,想想以前在四川拍片，,0
1736,上午拍到下午，,0
1737,举起机器的时候已经有些困难了,0
1738,6D组合便利性强太多了,0
1739,缺点----------,0
1740,1.就一姐夫机的大小，,1
1741,没有无敌兔拿着那种优越感了，,0
1742,感觉成X幅人了,0
1743,2.转盘和那个十字大按键有些容易误操作，,1
1744,操作的时候小里小气的，,1
1745,比无敌兔差一个档次,0
1746,3.机身轻小后的缺陷---装个17-40都觉得头重脚轻，,1
1747,无敌兔+24LII感觉都没这样,0
1748,k01与三星nx200的一些感受，或者说无图测评,0
1749,这里放一并说说吧,0
1750,星期六、日玩耍了两天，,0
1751,发现在01这家伙优点很多的！,0
1752,1是做工厚实，,2
1753,用料好。,2
1754,机器的工程塑料手感滑溜，,2
1755,而转盘、开机波轮和闪光灯貌似都是整块的金属，,0
1756,冰冷冰冷的；,0
1757,当然nx200整机都是金属，,0
1758,但把握度不如01,1
1759,2是电池够玩，,2
1760,开机够快，,2
1761,这两点都赢三星nx200（200电池其余也不差）；,0
1762,3是菜单的灵活性01赢，,2
1763,但是三星的全时手动对焦非常方便，,2
1764,半按快门自动对焦后旋转对焦环机器可自动放大,0
1765,进行手动对焦；,0
1766,4是颜色表现01更舒服，,2
1767,自动白平衡更准确。,2
1768,但是用惯了2020w像素，,0
1769,1600确实不够high！,0
1770,要是01能用7100那片2400w无低通就无敌了,0
1771,5高感表现01胜出,2
1772,6最喜欢01换镜头时封闭cmos的设计，,2
1773,这个太无敌了,0
1774,7三星最爽的是手头那颗30 f2饼干头，,2
1775,1k出头性价比无敌，,2
1776,实用性（焦段与光圈）远胜01的40薯片，,2
1777,当时选nx200就是看中这头。,0
1778,综合来说01更给我“开机工作”的欲望，,0
1779,或者这就是历史沉淀吧！,0
1780,写到这忽然发现两者结合就是个人感觉基本完美的微单：,0
1781,k01换2000w以上像素，,0
1782,增加30mm f2以上（24mm更好）饼干头加上全时手动自动放大对焦,0
1783,新购入柯达Z990一台，,0
1784,前天下午收到。,0
1785,于是昨天今天乘着早上上班和中午时间试了些片子。,0
1786,感觉……还成吧，,0
1787,对得起这个价格。,0
1788,先说下该机的缺点吧：,0
1789,1：操作系统反映速度很慢，,1
1790,有时候界面操作都会有些许延时现象。,1
1791,2：内存里照片拍到个十张以后，,0
1792,每拍一张到再次能拍摄，,0
1793,中间有大概6秒左右的呆滞时间，,0
1794,如果是用RAW，,0
1795,那中间的呆滞时间大概要10秒左右。,0
1796,无语死了，,0
1797,真是台强制我不要乱按快门的好机器啊………………。,1
1798,然后ISO最低只有125，,0
1799,没有官网说的64。,0
1800,然后这机子其实有全景扫描，,0
1801,不过改了个名字叫“自动全景”然后这机子长焦端应该没有等效840MM那么长，,0
1802,感觉上最多也就640MM样子。,0
1803,然后官网说长焦端最大光圈可以F5.6，,0
1804,但拍出照片的EXIF却常常显示F11或F12，,0
1805,新购入柯达Z990一台，试机感想,0
1806,客观的说这机子画质还好，,2
1807,真的就是系统慢了点。,1
1808,我之前买过柯达DX4390和M763，,0
1809,都是很好的机子，,0
1810,反应速度快，,2
1811,画质也好。,2
1812,其他的型号也用过，,0
1813,比如P880,0
1814,总之都比Z990好。,0
1815,本帖前面17楼那位仁兄说的真不假，,0
1816,柯达画质最好都是2006年2007年之前的款，,0
1817,而且最近关注了一些柯达相机资料，,0
1818,它的系统也是2009年之前的款好。,0
1819,不过买了就好好用吧。,0
1820,用好了也不错，,0
1821,毕竟这个价格的30倍长焦也就柯达一家了。,0
1822,曾经用过一年多D3S，,0
1823,后来被D800E的高像毒蛊惑 ，,0
1824,出了D3S上D800E，,0
1825,结果对焦和色彩让人失望，,1
1826,结果对焦和色彩让人失望，,1
1827,转接徕卡R头的味道荡然无存，,1
1828,无奈出尼入佳，,0
1829,现在又想回尼康，,0
1830,但可供选择的只有D4，D3X，,0
1831,后者有些老了，,0
1832,没有机内除尘是个问题，,1
1833,另外高感也差很多，,1
1834,那么D4值不值得入，,0
1835,1，感觉以D800为代表尼康新机色彩趋向明艳，,2
1836,没有以往厚重扎实，,0
1837,不知D4是不是也是这样？,0
1838,2，高感有说D4不如D3S的，,1
1839,也有说D4比1DX好的，,0
1840,现在手里有1DX高感确实很牛B，,2
1841,D4到底如何？,0
1842,3，以前的D3S用过两台，,0
1843,机身蒙皮磨蚀严重，,1
1844,夏天似乎还掉黑色，,0
1845,D4机身蒙皮有没有改进？,0
1846,谁同时用过canon g1x与sony rx100？,0
1847,打算升级选择其中一款。,0
1848,目前手头有canon的老相机a620，,0
1849,对a620不满意的地方，,0
1850,主要是高清视频录制清晰度差。,1
1851,我平时一般用光圈优先，,0
1852,动态照片用快门优先，,0
1853,或者用场景模式。,0
1854,白天、晚上预先调整下白平衡，,0
1855,对焦用自动，,0
1856,测光用点测或者平均测。,0
1857,一般都是原图jpg直出，,0
1858,不用电脑后期处理。,0
1859,使用频率来说，,0
1860,平均每个月能使用1次相机拍摄、录像。,0
1861,主要是拍摄静态人物照片，,0
1862,有的时候会拍摄动态人物（抓拍）和动态人物录像。,0
1863,去店里 用了下rx100，,0
1864,操作手感不如a620，,2
1865,g1x的手感应该比较好。,2
1866,外观上，rx100比较小巧时尚,2
1867,g1x与a620外观差不多,0
1868,优点：,0
1869,1、        小巧,0
1870,本人用相机最主要的场所有2个,0
1871,——户外旅游和日常工作记录，,0
1872,索尼NEX的小巧是这两种情况下，,0
1873,特别是户外旅游中，,0
1874,非常重要的特性。,0
1875,小巧极大地提升了拍摄的欲望，,0
1876,省下的重量让我能够携带别的器材。,0
1877,比如说，,0
1878,2011年我去智利百内国家公园时，,0
1879,虽被它的美景深深震撼，,0
1880,但因为背着近20公斤的负重和佳能单反相机，,0
1881,也没能带上三脚架，,0
1882,3天所拍的照片加起来居然没有今年故地重游不到2天所拍的照片多。,0
1883,2、        优秀的手感,2
1884,索尼NEX相机并没有像市场上大部分无单相机一样因为体积缩小而在手感上有任何缩水。,0
1885,大而深的手柄握在手里非常牢固和让人放心，,2
1886,经我实际对比，,0
1887,NEX-6比尼康D7000的手感都要好，,2
1888,比我同时拥有的松下GH2也要好。,0
1889,3、        摄像功能,0
1890,NEX系统的5系、6系和7系的摄像功能都相当强大，,2
1891,其中，,0
1892,NEX系统是当前单反和无反系统中实现1080 50/60P摄像最廉价的解决方案。,0
1893,摄像画质好过同时期的佳能、尼康的半幅机（新上市的尼康D5200那块东芝的感光元件听说更强），,2
1894,但比松下GH2还是差了很远。,0
1895,4、        丰富的功能,2
1896,画质和操控上，,0
1897,市场上同级别的可换镜头相机都差不大多。,0
1898,但索尼强大的电子技术让其用户可以享受一些其他用户没有的新技术，,2
1899,比如峰值对焦、自动全景、不输单反的对焦转接环、多帧降噪等。,0
1900,但大大改善了一个系统的使用体验。,0
1901,5、        良好的发展前途,0
1902,换系统是下下之策。,0
1903,花钱费力不说，,0
1904,新的系统还需要花时间去适应。,0
1905,本人从尼康（被偷，因视频功能转佳能）到佳能（上全幅后觉得太沉，因视频功能和轻巧转松下）到松下（因JPG画质不好，试用奥林巴斯后觉得噪点偏多而转索尼）再到索尼，,0
1906,烧了不少钱，,0
1907,走了很多冤枉路。,0
1908,为了避免换系统的情况，,0
1909,应选择适合自己、有长远的前途的系统。,0
1910,索尼NEX系统吸引了副厂的大量兴趣（比如说EF-NEX和Contax-NEX转接环），,0
1911,支持全幅，加上索尼有完整的感光元件、机身、镜头产品线，,0
1912,自身科技实力、财力物力强大，,0
1913,是非常有前途的系统。,2
1914,缺点：,0
1915,1、        色彩,0
1916,如果未来我再次换系统，,0
1917,或者双修，,0
1918,就只是怪索尼的色彩。,1
1919,索尼的感光元件很出色，,2
1920,但对色彩的处理还不如众老厂经验丰富。,1
1921,拍出来的照片色调有些奇怪，,1
1922,室内人像偏黄偏绿，,0
1923,室外风景偏蓝偏绿。,0
1924,当然这也许是白平衡的问题，,1
1925,通过拍RAW调整后好很多，,0
1926,但终归还是麻烦。,0
1927,不过JPG色彩还是比我之前用的松下GH2好不少的。,2
1928,目前对索尼的色彩还在摸索、适应中。,0
1929,2、        稍逊于单反的机械性能,1
1930,画质上索尼NEX已经与单反无异，,2
1931,但在自动对焦、操控感受上还存在一定差距。,1
1932,但在自动对焦、操控感受上还存在一定差距。,1
1933,不过而且毕竟单反发展了几十年，,0
1934,无反才5年不到，,0
1935,之后的路还长。,0
1936,3、        暂时还不够丰富的系统,1
1937,索尼NEX系统在这两年镜头上补上了不少，,2
1938,但在大光圈长焦和闪光灯上还有不足。,1
1939,但在大光圈长焦和闪光灯上还有不足。,1
1940,一个系统居然同时使用3个不同的闪光灯接口，,0
1941,实在是不可原谅。,1
1942,目前还没有配NEX-6的既小巧又足够强大的闪光灯。,1
1943,NEX-5n,0
1944,小巧的高画质,2
1945,尼康D7000微缩版，,0
1946,价格一半以下。,2
1947,画质优秀，,2
1948,对焦尚可，,2
1949,手感不错，,2
1950,最便宜的1080 50/60P摄像机。,0
1951,固件升级后的机器可以设置自定义键，,0
1952,操作更加便捷。,2
1953,感光度、白平衡、测光、对焦模式、画质、连拍速度等常用设置都可以在2步操作以内进行调整。,0
1954,主要的问题：,0
1955,1、        只有一个外置接口。,1
1956,因为习惯了单反，,0
1957,我的NEX-5n总是接着外置的电子取景器。,0
1958,但问题是闪光灯也得用同一个外置接口，,0
1959,于是常常得在取景器和闪光灯之间换来换去，,0
1960,很不方便。,0
1961,2、        触摸屏。,0
1962,用过m4/3系统的人绝对会受不了索尼NEX的触摸屏，,1
1963,因为实在差太远了。,0
1964,松下的GH2的触摸屏灵敏、快速，,2
1965,单单一个“爽”字哪能形容。,0
1966,我曾一度习惯了把相机捧在腰间，,0
1967,左手大姆指点屏幕对焦，,0
1968,右手大姆指按快门的拍摄方法。,0
1969,相比之下，,0
1970,目前的NEX触摸屏除了用于菜单以外，,0
1971,基本没用。,1
1972,NEX-6在NEX-5n优秀的画质之上，,2
1973,增加了相位对焦、取景器、闪光灯接口，,2
1974,增加了相位对焦、取景器、闪光灯接口，,2
1975,增加了相位对焦、取景器、闪光灯接口，,2
1976,增强了手感。,2
1977,除了没有触摸屏以外，,1
1978,基本上NEX-5n缺的，,0
1979,它都补上了，,0
1980,是性能优秀，,2
1981,性价比上佳的机器，,2
1982,也是我个人意见中，,0
1983,第一台能真正替代单反的无反相机。,0
1984,对焦比较快速、准确；,2
1985,握在手里比尼康D7000手感要好。,2
1986,主要问题：,0
1987,这机子分大陆版和世界各地版。,0
1988,其他市场上的NEX-6都是带APP功能的，,0
